260,258,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,258,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,258,258,258,258,260,260,260,258,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,258,260,260,260,260,260,260,260,260,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,258,258,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,258,260,260,260,260,258,258,258,258,258,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,258,260,260,260,258,258,258,258,260,260,260,260,260,260,258,260,260,260,258,258,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,258,260,260,260,260,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,260,260,260,258,260,260,260,258,258,260,260,260,258,258,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,258,260,260,260,260,260,258,258,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,258,258,258,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,258,258,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,258,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,258,258,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,258,258,258,258,260,260,260,258,258,260,260,260,258,258,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,258,258,258,260,260,260,258,258,260,260,260,258,260,260,260,258,258,258,260,260,260,260,258,260,260,260,258,260,260,260,260,258,258,258,258,260,260,260,260,260,260,258,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,258,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,260,260,260,260,258,258,258,258,258,258,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,258,260,260,260,258,258,258,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,258,258,260,260,260,258,258,258,260,260,260,260,258,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,258,258,258,258,258,258,258,260,260,260,260,258,258,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,258,260,260,260,258,258,260,260,260,258,258,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,258,258,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,258,258,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,258,260,260,260,260,258,260,260,260,258,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,258,258,258,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,260,260,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,260,258,258,258,260,260,260,258,260,260,260,258,258,258,258,258,260,260,260,260,260,260,258,260,260,260,260,258,258,260,260,260,260,260,260,258,258,260,260,260,258,258,260,260,260,260,258,258,260,260,260,258,260,260,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,258,258,260,260,260,260,260,258,260,260,260,260,260,260,258,258,258,260,260,260,258,258,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,258,258,258,258,258,260,260,260,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,258,258,258,258,260,260,260,260,258,260,260,260,260,260,260,258,258,260,260,260,260,260,258,260,260,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,258,260,260,260,260,258,258,260,260,260,260,260,260,258,258,260,260,260,258,260,260,260,258,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,258,260,260,260,260,260,260,260,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,260,260,260,258,260,260,260,258,260,260,260,260,260,260,258,260,260,260,258,258,260,260,260,260,260,260,260,258,260,260,260,260,258,258,258,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,260,260,260,258,258,258,260,260,260,258,258,258,258,260,260,260,260,258,258,260,260,260,260,260,260,260,258,258,260,260,260,258,258,258,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,258,258,260,260,260,260,260,258,258,258,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,260,260,260,260,260,260,260,260,258,258,258,258,258,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,258,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,260,258,258,260,260,260,258,258,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,258,260,260,260,260,258,260,260,260,260,258,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,260,260,260,260,260,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,260,260,260,260,260,260,258,258,258,260,260,260,258,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,258,258,258,258,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,260,258,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,260,260,258,260,260,260,258,260,260,260,258,258,258,260,260,260,258,258,260,260,260,258,260,260,260,260,258,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,260,258,258,258,258,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,258,258,260,260,260,260,258,258,258,260,260,260,260,258,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,258,258,260,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,260,260,258,258,258,260,260,260,258,260,260,260,258,260,260,260,260,258,258,258,258,258,258,258,260,260,260,260,260,260,258,258,260,260,260,260,260,258,258,258,258,258,260,260,260,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,258,258,260,260,260,260,260,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,258,258,258,258,258,260,260,260,260,258,258,258,258,260,260,260,260,258,258,260,260,260,260,258,258,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,258,260,260,260,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,258,258,258,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,258,258,260,260,260,260,260,258,258,260,260,260,260,260,260,260,258,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,260,260,260,258,260,260,260,258,258,258,258,258,260,260,260,258,258,260,260,260,260,260,258,258,258,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,260,260,260,258,260,260,260,260,258,258,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,260,260,260,258,258,260,260,260,260,260,260,258,258,258,258,258,260,260,260,258,258,258,258,258,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,258,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,260,258,258,260,260,260,260,260,258,258,258,258,260,260,260,258,258,258,258,260,260,260,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,258,260,260,260,260,260,260,260,260,258,260,260,260,260,260,260,258,258,258,258,258,258,260,260,260,258,260,260,260,258,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,258,260,260,260,260,258,258,258,258,260,260,260,258,260,260,260,260,260,260,260,258,260,260,260,260,258,260,260,260,260,260,260,260,260,258,258,260,260,260,260,258,260,260,260,258,258,258,258,258,258,258,258,258,258,258,258,260,260,260,258,258,258,260,260,260,260,258,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
